LOANAMOUNT,SEX,AGE,HOUSE,CREDITCARD,JOB,DEPENDENT,TELEPHONE,FOREIGNER,RISK
6740,female,39,own,2,skilled,2,yes,yes,No Risk
2224,male,41,own,2,skilled,1,none,yes,No Risk
844,male,20,own,1,skilled,1,none,yes,No Risk
250,female,19,own,1,skilled,1,none,yes,No Risk
2624,male,33,own,2,skilled,1,yes,yes,Risk
1905,male,33,own,1,skilled,1,yes,yes,No Risk
3092,male,50,own,2,skilled,1,yes,yes,Risk
6725,female,56,free,2,skilled,1,yes,yes,Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
3754,male,55,free,2,skilled,2,yes,yes,Risk
5715,male,45,free,2,skilled,1,yes,yes,Risk
250,female,27,rent,1,skilled,1,none,yes,No Risk
4965,female,37,own,3,skilled,1,none,yes,Risk
250,female,22,own,1,skilled,1,none,yes,No Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
3011,male,41,own,1,skilled,1,none,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
7285,male,41,own,2,skilled,1,yes,no,Risk
4061,female,45,own,2,skilled,1,yes,yes,Risk
5546,male,34,own,1,skilled,1,yes,yes,Risk
250,male,19,rent,1,skilled,1,none,yes,Risk
1350,male,29,own,1,skilled,1,none,yes,Risk
6599,male,41,free,2,skilled,1,yes,yes,No Risk
5166,male,28,rent,1,unskilled,2,yes,yes,No Risk
5853,male,38,own,2,unskilled,1,yes,yes,Risk
6385,male,47,free,2,skilled,2,yes,yes,No Risk
7418,male,52,free,2,skilled,1,yes,yes,Risk
586,female,37,own,1,unskilled,1,none,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
9233,female,46,free,2,skilled,2,yes,yes,Risk
250,male,19,own,1,skilled,1,none,yes,No Risk
2577,male,51,free,2,skilled,1,yes,yes,No Risk
250,male,35,rent,1,unemployed,1,none,yes,No Risk
7240,female,60,free,3,skilled,2,yes,yes,Risk
6809,female,46,own,2,skilled,1,yes,yes,Risk
250,female,27,rent,1,skilled,1,none,yes,No Risk
3301,male,30,own,1,skilled,1,none,yes,No Risk
1855,male,40,own,1,skilled,1,none,yes,No Risk
875,female,25,rent,2,unemployed,1,none,yes,No Risk
2049,female,36,own,1,skilled,1,none,yes,No Risk
2849,female,33,own,1,skilled,1,yes,yes,No Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
5846,male,56,own,2,skilled,2,yes,yes,Risk
3074,male,39,own,2,skilled,1,none,yes,No Risk
2685,female,34,own,1,unskilled,1,none,yes,No Risk
1830,male,28,own,1,skilled,1,yes,yes,Risk
5951,female,20,rent,1,unskilled,1,none,yes,No Risk
250,female,28,own,1,skilled,1,none,yes,No Risk
4151,female,48,own,1,skilled,1,yes,yes,No Risk
4074,male,37,own,2,skilled,1,yes,yes,Risk
1197,male,40,rent,1,unskilled,1,none,yes,Risk
4703,male,34,own,2,skilled,1,yes,yes,Risk
3460,male,46,own,1,skilled,1,yes,yes,Risk
250,male,30,own,1,skilled,1,none,yes,No Risk
2872,male,36,own,1,skilled,1,none,yes,No Risk
2936,male,40,own,1,skilled,1,none,yes,No Risk
3615,male,37,rent,2,skilled,1,yes,yes,Risk
3003,female,43,own,2,skilled,1,yes,yes,No Risk
250,female,40,rent,1,skilled,2,none,yes,No Risk
6136,male,41,own,1,unskilled,2,yes,yes,No Risk
2789,male,38,own,1,skilled,1,yes,yes,No Risk
6254,female,52,own,1,skilled,1,none,yes,No Risk
2979,male,38,own,1,skilled,1,yes,yes,No Risk
4262,male,22,own,2,unskilled,1,none,yes,No Risk
2138,male,29,own,1,skilled,1,none,yes,No Risk
1401,male,44,own,1,skilled,1,none,yes,Risk
250,female,19,own,1,skilled,1,none,yes,No Risk
6621,male,35,own,2,unemployed,1,none,yes,No Risk
1301,female,20,rent,2,unskilled,2,none,yes,No Risk
5251,male,49,own,1,skilled,1,none,yes,No Risk
4035,female,32,free,2,skilled,1,yes,yes,No Risk
2975,female,36,own,2,skilled,1,none,yes,No Risk
5484,male,33,own,1,skilled,1,yes,yes,No Risk
3065,male,39,own,2,unemployed,1,yes,yes,No Risk
5757,male,47,own,2,skilled,1,yes,yes,No Risk
2538,male,24,own,1,skilled,1,none,yes,No Risk
5096,male,34,own,2,unemployed,1,yes,yes,No Risk
5395,male,40,own,1,skilled,1,none,yes,No Risk
250,female,37,own,1,skilled,1,yes,yes,No Risk
2611,male,26,own,1,skilled,1,none,yes,No Risk
1613,male,23,own,1,skilled,2,none,yes,Risk
5847,male,43,own,2,unemployed,1,none,yes,Risk
929,male,22,own,1,skilled,1,none,yes,No Risk
6255,male,45,own,2,skilled,2,yes,yes,No Risk
2499,male,23,own,1,skilled,1,none,yes,No Risk
762,female,27,own,1,skilled,1,none,yes,No Risk
5487,male,51,own,2,skilled,2,yes,yes,Risk
250,female,26,rent,1,unskilled,1,none,yes,No Risk
4190,male,26,own,2,unskilled,1,none,yes,Risk
7712,male,51,free,2,skilled,1,yes,yes,Risk
3007,male,37,own,1,skilled,1,none,yes,No Risk
3780,male,33,rent,1,skilled,1,none,yes,No Risk
4849,male,20,own,2,skilled,1,none,yes,No Risk
2803,male,29,own,2,skilled,1,none,yes,Risk
6595,male,38,own,1,skilled,1,none,yes,No Risk
2607,male,34,rent,2,skilled,2,yes,yes,Risk
701,male,43,rent,1,skilled,1,none,yes,No Risk
250,male,19,own,1,skilled,1,none,yes,No Risk
3900,female,24,own,1,skilled,1,none,yes,No Risk
1527,male,26,free,2,unskilled,1,yes,yes,No Risk
2204,male,52,own,2,skilled,2,yes,yes,No Risk
1395,female,27,own,1,skilled,1,none,yes,No Risk
2438,female,36,rent,1,skilled,1,none,yes,No Risk
4976,male,26,own,2,skilled,1,yes,yes,No Risk
6441,male,50,free,2,skilled,1,yes,no,Risk
4673,female,34,own,1,skilled,2,yes,yes,Risk
6154,female,52,own,2,skilled,1,none,yes,No Risk
3794,female,43,free,3,skilled,2,yes,yes,Risk
1120,female,26,own,2,unemployed,1,none,yes,No Risk
660,male,25,own,1,skilled,1,none,yes,No Risk
2711,male,28,own,2,skilled,1,none,yes,No Risk
6867,female,41,own,1,skilled,1,none,yes,No Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
3451,male,33,own,2,skilled,1,none,yes,No Risk
250,female,38,own,1,skilled,1,none,yes,No Risk
6616,male,40,own,2,unskilled,1,none,yes,Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
9880,male,62,free,3,unskilled,2,yes,yes,Risk
3172,female,28,own,3,unemployed,1,none,yes,No Risk
9583,male,44,own,3,skilled,2,yes,yes,Risk
7360,male,52,free,2,unskilled,2,yes,no,Risk
250,female,21,rent,1,unskilled,1,yes,yes,No Risk
3275,male,41,own,2,skilled,1,yes,yes,Risk
382,male,20,rent,1,unskilled,1,none,yes,No Risk
4675,male,39,free,2,skilled,1,none,yes,Risk
1954,male,21,own,1,skilled,1,none,yes,Risk
7851,female,52,own,2,skilled,1,none,yes,Risk
3351,male,49,own,2,skilled,2,yes,yes,No Risk
476,male,21,rent,2,skilled,1,none,yes,No Risk
250,female,19,rent,1,unemployed,1,none,yes,No Risk
250,male,21,rent,1,unemployed,1,none,yes,No Risk
1916,male,30,rent,2,unemployed,1,none,yes,No Risk
3021,male,46,own,1,skilled,2,yes,yes,No Risk
4466,male,41,free,2,unskilled,1,yes,yes,No Risk
3601,male,35,own,2,unskilled,1,none,yes,Risk
4849,male,49,free,2,skilled,2,yes,yes,Risk
3490,female,26,own,1,skilled,1,none,yes,Risk
3401,male,33,own,1,skilled,2,none,yes,Risk
3667,female,44,own,1,skilled,1,none,yes,No Risk
3321,female,30,own,2,skilled,1,yes,yes,No Risk
6081,male,36,own,2,skilled,1,yes,yes,Risk
2553,male,37,own,2,skilled,1,none,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
1884,female,45,free,1,unskilled,1,yes,yes,No Risk
1000,male,22,rent,1,skilled,1,none,yes,No Risk
2236,male,30,own,1,skilled,1,none,yes,No Risk
6177,male,55,free,3,skilled,2,yes,yes,Risk
2428,male,35,own,1,skilled,1,none,yes,Risk
2279,female,46,own,2,unemployed,1,yes,yes,Risk
3720,female,38,own,2,skilled,1,none,no,Risk
2528,female,38,own,1,skilled,1,none,yes,No Risk
2685,female,42,own,1,skilled,1,none,yes,No Risk
4026,male,36,own,1,skilled,1,none,yes,No Risk
1286,female,35,own,1,skilled,1,none,yes,Risk
2055,male,33,own,1,skilled,1,none,yes,No Risk
1993,female,33,own,1,skilled,1,none,yes,No Risk
5015,male,45,own,1,unskilled,1,yes,yes,Risk
250,female,40,own,1,skilled,1,none,yes,No Risk
3420,female,45,own,2,skilled,1,yes,yes,Risk
1704,female,19,own,1,skilled,1,none,yes,No Risk
5775,male,47,free,3,skilled,2,yes,yes,Risk
6349,male,35,own,1,unskilled,2,none,yes,No Risk
250,female,24,rent,1,skilled,2,yes,yes,No Risk
1820,female,22,rent,1,skilled,2,none,yes,No Risk
6038,male,58,free,2,skilled,2,yes,yes,Risk
1195,female,36,own,1,skilled,1,none,yes,No Risk
6198,female,50,free,1,skilled,1,yes,yes,Risk
250,male,24,rent,1,unskilled,1,none,yes,No Risk
5703,male,47,free,2,skilled,1,yes,yes,Risk
250,female,29,own,1,skilled,1,yes,yes,No Risk
1349,female,36,rent,1,unskilled,2,none,yes,No Risk
7941,male,36,free,2,skilled,1,yes,yes,Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
3282,female,42,own,2,skilled,1,none,yes,No Risk
5653,female,55,own,2,skilled,2,yes,yes,Risk
250,male,23,rent,1,skilled,1,none,yes,No Risk
4312,male,38,own,2,skilled,1,none,yes,No Risk
2668,female,20,own,1,skilled,1,none,yes,No Risk
3416,male,34,rent,1,skilled,1,none,yes,Risk
250,female,34,rent,1,skilled,1,none,yes,No Risk
3716,male,33,own,2,skilled,1,yes,yes,No Risk
2180,male,65,free,2,skilled,1,yes,yes,Risk
451,female,19,rent,1,skilled,1,none,yes,No Risk
3364,female,29,own,1,unskilled,2,none,yes,Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
597,male,36,own,1,unskilled,1,yes,yes,No Risk
4793,male,38,own,2,skilled,1,none,yes,Risk
4155,female,43,own,2,skilled,1,yes,yes,Risk
5145,female,54,free,2,skilled,1,yes,yes,Risk
3270,female,38,rent,1,skilled,1,none,yes,No Risk
3068,female,19,rent,1,skilled,1,none,yes,No Risk
6158,male,51,own,2,skilled,1,yes,yes,No Risk
250,female,35,rent,1,unemployed,1,yes,yes,Risk
1084,female,39,rent,2,unskilled,1,none,yes,Risk
250,female,48,rent,1,unskilled,1,none,yes,No Risk
3413,male,35,own,1,skilled,1,yes,yes,No Risk
3182,female,25,rent,1,unskilled,1,none,yes,No Risk
2513,male,32,own,2,skilled,1,yes,yes,Risk
2057,male,35,own,1,unskilled,1,none,yes,Risk
2627,female,34,rent,1,unemployed,1,none,yes,No Risk
4853,female,19,rent,1,skilled,1,none,yes,No Risk
1601,male,27,rent,1,skilled,1,none,yes,No Risk
4409,female,32,own,1,skilled,1,none,yes,No Risk
6061,male,46,own,2,unemployed,2,yes,yes,No Risk
1062,male,29,rent,1,unemployed,1,yes,yes,No Risk
1970,female,36,rent,1,unemployed,1,none,yes,No Risk
3417,male,23,own,1,skilled,1,none,yes,No Risk
6162,male,46,free,2,skilled,1,yes,yes,Risk
1145,female,19,own,1,skilled,1,none,yes,No Risk
3706,male,37,own,2,skilled,1,none,yes,Risk
583,female,38,own,1,skilled,1,none,yes,No Risk
361,male,34,own,1,skilled,1,yes,yes,No Risk
3411,male,32,own,1,skilled,1,none,yes,No Risk
4668,male,43,rent,1,unskilled,1,yes,yes,No Risk
4681,female,48,own,2,skilled,1,yes,yes,Risk
1944,female,37,own,1,unemployed,1,yes,yes,No Risk
250,male,31,own,1,skilled,1,none,yes,No Risk
4553,female,49,own,2,skilled,1,none,yes,Risk
250,female,19,own,1,skilled,1,none,yes,No Risk
1242,male,28,rent,1,skilled,1,none,yes,No Risk
5804,male,46,own,2,skilled,1,yes,yes,Risk
2832,male,33,own,1,skilled,1,none,yes,No Risk
5628,male,38,own,1,skilled,1,none,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
4893,male,30,rent,2,skilled,1,none,yes,No Risk
1286,female,46,own,1,unskilled,2,yes,no,Risk
2440,male,41,own,1,skilled,1,none,yes,No Risk
3412,male,29,free,1,skilled,1,none,yes,Risk
946,male,26,rent,1,skilled,1,none,yes,No Risk
250,male,28,rent,1,skilled,1,none,yes,No Risk
6906,female,42,own,2,skilled,1,none,yes,No Risk
9759,male,48,free,2,skilled,2,yes,yes,Risk
2871,male,31,own,1,unskilled,1,yes,yes,Risk
2105,female,33,own,2,skilled,1,none,yes,No Risk
1078,female,21,own,1,skilled,1,none,yes,No Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
6064,female,43,own,2,skilled,1,yes,yes,Risk
2325,female,22,rent,1,unskilled,1,none,yes,No Risk
3008,male,30,own,1,unskilled,2,none,yes,No Risk
1939,male,31,free,1,skilled,1,yes,yes,No Risk
6122,male,50,free,2,skilled,1,yes,yes,Risk
1810,male,39,own,2,skilled,1,yes,yes,Risk
250,female,27,own,3,unskilled,2,yes,yes,No Risk
1530,male,26,own,1,skilled,1,none,yes,No Risk
2654,male,26,own,1,skilled,2,none,yes,No Risk
1773,female,45,own,1,skilled,1,yes,yes,Risk
4604,male,54,own,2,skilled,1,yes,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
501,female,26,own,2,unskilled,2,yes,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
4957,female,41,own,1,skilled,1,none,yes,No Risk
2561,male,42,own,2,unskilled,2,yes,yes,No Risk
7420,female,44,own,2,unskilled,1,none,yes,No Risk
3319,female,33,own,1,skilled,2,yes,yes,Risk
1895,female,39,own,1,unskilled,1,none,yes,No Risk
4353,male,45,free,2,skilled,2,yes,yes,Risk
432,male,19,rent,1,skilled,1,none,yes,No Risk
5926,male,44,own,2,unskilled,2,yes,yes,No Risk
250,female,32,rent,2,unskilled,1,none,yes,No Risk
2523,female,38,own,1,skilled,1,yes,yes,Risk
9647,male,58,free,2,skilled,1,yes,yes,Risk
2343,male,33,own,1,skilled,1,yes,yes,Risk
1072,male,32,own,1,skilled,1,none,yes,No Risk
5940,male,25,own,1,unskilled,1,none,yes,No Risk
6465,female,66,free,2,unskilled,1,yes,yes,Risk
2448,female,36,own,1,skilled,1,none,yes,No Risk
250,male,19,own,1,skilled,1,none,yes,No Risk
4972,male,36,own,2,skilled,1,none,yes,No Risk
250,male,24,own,1,skilled,1,none,yes,No Risk
5556,male,58,own,2,skilled,2,yes,yes,Risk
6676,male,38,free,2,skilled,1,yes,yes,No Risk
517,female,27,rent,1,skilled,1,none,no,No Risk
5059,male,43,free,2,skilled,1,yes,yes,No Risk
4071,male,45,own,2,skilled,1,none,yes,No Risk
6983,male,42,own,2,unskilled,1,yes,yes,Risk
3671,male,52,own,1,skilled,1,yes,yes,Risk
2205,female,41,own,1,skilled,1,none,yes,No Risk
250,female,19,own,1,skilled,1,none,yes,No Risk
1802,female,37,own,1,skilled,1,yes,yes,No Risk
3555,male,32,own,2,unskilled,1,yes,yes,No Risk
5851,female,47,own,2,skilled,1,none,yes,No Risk
2634,female,43,own,2,skilled,2,yes,yes,Risk
5433,male,39,own,2,skilled,1,yes,yes,Risk
4708,male,41,free,2,skilled,1,yes,yes,Risk
3039,female,39,free,2,unemployed,1,yes,yes,Risk
1233,male,24,own,2,skilled,1,yes,yes,No Risk
4027,male,35,own,3,skilled,1,yes,yes,No Risk
1988,male,43,rent,1,skilled,1,yes,yes,No Risk
3543,female,35,own,1,skilled,1,none,yes,Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
6558,female,57,free,2,skilled,1,none,yes,No Risk
4193,male,36,own,2,skilled,1,yes,yes,No Risk
3122,female,31,own,1,skilled,1,none,yes,No Risk
3806,female,36,free,1,skilled,1,none,yes,Risk
5682,female,30,rent,2,skilled,1,none,yes,No Risk
7339,male,52,free,3,skilled,2,yes,yes,Risk
3346,male,35,rent,1,skilled,2,yes,yes,Risk
3487,female,48,own,2,skilled,1,none,yes,Risk
250,male,20,rent,1,skilled,1,none,yes,No Risk
6510,male,59,own,1,unskilled,1,yes,yes,No Risk
250,female,33,rent,1,unskilled,1,none,yes,No Risk
1535,female,34,rent,1,skilled,1,none,yes,No Risk
499,male,19,own,1,skilled,1,none,yes,No Risk
6086,male,50,own,1,skilled,1,none,yes,No Risk
1960,female,37,own,1,skilled,1,none,yes,Risk
4264,male,25,own,1,skilled,1,none,yes,No Risk
7020,male,45,own,1,unskilled,1,yes,yes,No Risk
7023,male,50,own,2,unskilled,2,yes,yes,Risk
5786,female,37,own,2,skilled,1,yes,yes,Risk
7487,female,54,own,3,skilled,2,yes,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
2593,male,34,own,2,unemployed,1,yes,yes,No Risk
3543,male,24,rent,1,skilled,1,none,yes,No Risk
8516,male,40,own,2,skilled,1,none,yes,Risk
2931,male,47,own,2,skilled,1,yes,yes,Risk
3396,female,38,own,1,skilled,1,yes,yes,Risk
3807,male,30,own,1,skilled,1,yes,yes,No Risk
250,female,26,rent,1,skilled,1,none,yes,No Risk
5668,male,50,own,2,skilled,1,yes,yes,Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
3009,male,23,own,1,skilled,1,none,yes,Risk
2354,female,39,own,2,skilled,1,none,yes,No Risk
1420,female,43,own,1,skilled,2,none,yes,No Risk
4729,female,45,own,1,skilled,1,yes,no,Risk
2761,male,29,rent,1,unemployed,1,none,yes,No Risk
818,female,19,rent,1,unemployed,1,none,yes,No Risk
7523,male,42,own,2,unskilled,1,none,yes,No Risk
3730,female,25,own,1,unemployed,1,yes,yes,No Risk
5839,female,49,free,1,skilled,1,yes,yes,Risk
1098,male,19,rent,1,unskilled,2,none,yes,Risk
250,male,19,rent,1,unemployed,1,none,yes,No Risk
3715,male,39,own,1,unemployed,2,none,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
5043,female,44,rent,1,skilled,1,none,yes,Risk
2113,male,37,rent,1,unemployed,1,yes,yes,No Risk
7183,male,52,free,2,skilled,1,yes,yes,Risk
2497,female,24,own,1,skilled,1,none,yes,No Risk
7634,male,65,free,2,skilled,1,yes,yes,Risk
467,male,29,own,1,skilled,1,yes,yes,No Risk
2596,female,36,own,2,skilled,1,yes,no,Risk
250,female,37,own,1,skilled,1,none,yes,No Risk
1800,female,25,rent,1,skilled,2,none,yes,No Risk
5821,male,37,own,1,unskilled,1,none,yes,No Risk
6250,male,46,own,2,skilled,1,yes,yes,No Risk
1566,male,19,own,1,skilled,1,none,yes,No Risk
1443,male,39,own,2,skilled,1,none,yes,Risk
7208,male,74,own,4,unskilled,2,yes,yes,Risk
4384,female,38,free,2,skilled,1,yes,yes,No Risk
2202,female,44,own,1,skilled,1,none,yes,No Risk
250,female,19,own,1,skilled,1,none,yes,Risk
7597,male,52,own,2,skilled,1,yes,yes,Risk
2932,female,47,own,2,skilled,1,none,yes,Risk
1512,female,33,own,1,skilled,1,none,yes,Risk
250,male,42,rent,1,skilled,1,none,yes,No Risk
3229,male,30,own,1,skilled,1,none,yes,Risk
4817,male,42,own,1,skilled,1,none,yes,Risk
6041,male,52,own,2,skilled,2,yes,yes,Risk
250,female,41,rent,1,unemployed,1,none,yes,No Risk
6981,male,55,free,3,skilled,2,yes,yes,Risk
2705,male,29,own,1,skilled,1,none,yes,No Risk
250,female,24,rent,1,skilled,1,none,yes,No Risk
2641,male,36,own,1,unskilled,2,yes,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
4140,male,35,own,3,skilled,1,none,yes,No Risk
2400,male,48,own,1,skilled,1,none,yes,No Risk
2060,male,31,own,1,unskilled,1,none,yes,No Risk
4395,male,41,free,2,skilled,1,yes,yes,No Risk
5107,female,54,own,2,skilled,1,none,yes,Risk
250,female,22,rent,1,unemployed,1,none,yes,No Risk
9282,male,52,own,2,unskilled,1,none,yes,Risk
3194,male,36,own,2,skilled,1,none,yes,No Risk
2759,male,30,own,1,skilled,1,none,yes,No Risk
7167,male,59,own,2,skilled,2,yes,yes,Risk
4222,female,36,own,2,skilled,1,none,yes,No Risk
4765,male,35,rent,2,skilled,1,none,yes,No Risk
1768,male,28,own,1,skilled,1,none,yes,No Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
4081,male,39,own,3,skilled,1,none,yes,No Risk
250,male,26,rent,1,skilled,1,none,yes,No Risk
1164,female,32,rent,1,skilled,1,none,yes,No Risk
1637,female,27,rent,1,skilled,1,none,yes,No Risk
3119,male,41,own,2,skilled,1,none,yes,No Risk
3365,male,43,own,1,skilled,1,none,no,No Risk
1353,male,45,rent,1,unskilled,1,none,yes,Risk
2618,female,32,rent,2,unemployed,1,none,yes,No Risk
250,female,52,own,1,unskilled,1,yes,yes,No Risk
2783,male,22,rent,1,skilled,1,none,yes,Risk
724,male,46,own,1,unskilled,1,yes,yes,No Risk
2104,female,32,own,1,skilled,1,none,yes,No Risk
250,female,29,own,1,unemployed,1,none,yes,No Risk
9451,male,54,free,2,skilled,1,yes,yes,Risk
3700,female,42,own,2,skilled,1,yes,no,Risk
1472,female,40,own,1,skilled,1,yes,yes,No Risk
3000,female,61,own,1,skilled,1,yes,no,Risk
4547,male,42,own,1,skilled,1,none,yes,Risk
250,female,21,own,1,skilled,1,none,yes,No Risk
1259,female,19,rent,1,skilled,1,none,yes,No Risk
2503,male,26,rent,1,skilled,1,none,no,No Risk
4591,female,38,own,1,skilled,2,none,no,Risk
250,female,22,rent,1,skilled,1,none,yes,No Risk
4636,male,39,rent,3,skilled,1,none,yes,Risk
2742,female,30,own,2,skilled,1,none,yes,Risk
6214,male,39,free,3,skilled,2,yes,yes,No Risk
6020,female,19,own,2,skilled,1,none,yes,Risk
3109,male,40,own,2,skilled,1,yes,no,Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
7062,male,61,free,3,skilled,2,yes,yes,Risk
3578,male,23,own,2,skilled,1,none,yes,No Risk
2539,female,31,rent,1,skilled,2,none,yes,No Risk
7757,male,51,free,2,skilled,1,yes,yes,Risk
250,male,36,own,3,skilled,1,none,yes,Risk
4178,female,39,own,1,unskilled,1,yes,yes,No Risk
4123,male,37,own,1,skilled,1,none,yes,Risk
2992,male,50,free,2,skilled,1,yes,yes,Risk
311,female,39,own,1,skilled,1,yes,yes,Risk
250,male,22,rent,1,unskilled,1,none,yes,No Risk
7191,male,41,own,2,skilled,2,none,yes,No Risk
6293,male,47,own,2,unskilled,2,yes,yes,No Risk
3503,female,24,own,1,skilled,1,yes,yes,No Risk
3841,male,33,rent,1,skilled,1,none,yes,No Risk
1784,female,22,rent,1,skilled,1,none,yes,No Risk
250,male,37,own,1,skilled,1,none,yes,No Risk
3198,male,34,free,2,skilled,1,yes,no,Risk
5223,male,50,free,2,skilled,2,yes,yes,Risk
1190,male,20,own,1,skilled,1,none,yes,No Risk
4907,female,38,own,2,skilled,1,yes,yes,Risk
5210,male,41,own,2,skilled,1,none,yes,Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
2107,male,36,rent,1,skilled,1,none,yes,No Risk
3897,male,40,own,2,skilled,1,none,yes,No Risk
5579,male,45,free,2,skilled,1,none,yes,No Risk
3307,male,36,own,3,skilled,1,none,yes,No Risk
4160,male,39,own,1,skilled,2,yes,yes,Risk
2146,male,44,own,1,skilled,2,yes,yes,No Risk
6415,male,56,free,2,skilled,1,yes,yes,Risk
1273,female,36,own,1,skilled,1,yes,no,Risk
3691,male,34,own,1,skilled,1,yes,yes,Risk
4168,male,32,own,1,skilled,1,yes,yes,Risk
250,female,29,own,1,unskilled,1,none,yes,No Risk
6353,male,31,own,2,skilled,1,yes,yes,Risk
250,female,29,own,1,skilled,1,yes,yes,No Risk
7559,male,42,own,2,skilled,1,none,yes,No Risk
1282,male,19,own,1,skilled,1,yes,yes,No Risk
3292,male,43,rent,1,unskilled,1,none,yes,Risk
4548,female,36,own,1,skilled,2,yes,yes,No Risk
2634,male,49,own,1,skilled,1,none,yes,No Risk
4085,male,25,own,1,skilled,1,none,yes,No Risk
